input_url,final_url,severity,threat_score,protection_score,status,tls_days_remaining,findings,report_path,error
https://approved-sim-1944.example,https://approved-sim-1944.example,Low,16,84,200,336,Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-1944.example.md,
https://approved-sim-1945.example,https://approved-sim-1945.example,Low,8,92,200,345,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1945.example.md,
https://approved-sim-1946.example,https://approved-sim-1946.example,Medium,39,61,200,111,Server header exposed: apache | Server header exposed: iis | Missing X-Content-Type-Options header. | Redirect observed.,/synthetic/reports/approved-sim-1946.example.md,
https://approved-sim-1947.example,https://approved-sim-1947.example,Low,24,76,200,336,Missing HSTS header.,/synthetic/reports/approved-sim-1947.example.md,
https://approved-sim-1948.example,https://approved-sim-1948.example,High,62,38,200,258,Technology banner exposed. | Wildcard CORS policy observed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Server header exposed: iis,/synthetic/reports/approved-sim-1948.example.md,
https://approved-sim-1949.example,https://approved-sim-1949.example,Low,25,75,301,39,Server header exposed: iis,/synthetic/reports/approved-sim-1949.example.md,
https://approved-sim-1950.example,https://approved-sim-1950.example,High,56,44,302,343,Missing HSTS header. | Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1950.example.md,
https://approved-sim-1951.example,https://approved-sim-1951.example,Medium,48,52,200,43,Missing HSTS header. | Redirect observed. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1951.example.md,
https://approved-sim-1952.example,https://approved-sim-1952.example,Critical,75,25,204,330,Missing X-Content-Type-Options header. | Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Server header exposed: nginx | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1952.example.md,
https://approved-sim-1953.example,https://approved-sim-1953.example,High,65,35,500,40,Redirect observed. | Missing Referrer-Policy header. | Server header exposed: apache,/synthetic/reports/approved-sim-1953.example.md,
https://approved-sim-1954.example,https://approved-sim-1954.example,Low,18,82,200,274,Technology banner exposed.,/synthetic/reports/approved-sim-1954.example.md,
https://approved-sim-1955.example,https://approved-sim-1955.example,Medium,53,47,200,101,Technology banner exposed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: nginx | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1955.example.md,
https://approved-sim-1956.example,https://approved-sim-1956.example,Medium,32,68,404,275,Redirect observed. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-1956.example.md,
https://approved-sim-1957.example,https://approved-sim-1957.example,Medium,38,62,200,227,Cookie flags need review. | Server header exposed: iis | Server header exposed: apache,/synthetic/reports/approved-sim-1957.example.md,
https://approved-sim-1958.example,https://approved-sim-1958.example,High,64,36,301,73,Missing HSTS header. | Server header exposed: iis | Server header exposed: apache | Missing Referrer-Policy header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1958.example.md,
https://approved-sim-1959.example,https://approved-sim-1959.example,Low,29,71,200,264,Missing Referrer-Policy header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1959.example.md,
https://approved-sim-1960.example,https://approved-sim-1960.example,High,55,45,204,282,Technology banner exposed. | Missing Content-Security-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Cookie flags need review.,/synthetic/reports/approved-sim-1960.example.md,
https://approved-sim-1961.example,https://approved-sim-1961.example,Low,8,92,200,264,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1961.example.md,
https://approved-sim-1962.example,https://approved-sim-1962.example,Medium,50,50,500,5,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1962.example.md,
https://approved-sim-1963.example,https://approved-sim-1963.example,Medium,39,61,404,295,Cookie flags need review. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-1963.example.md,
https://approved-sim-1964.example,https://approved-sim-1964.example,Low,22,78,200,280,Redirect observed. | Server header exposed: iis,/synthetic/reports/approved-sim-1964.example.md,
https://approved-sim-1965.example,https://approved-sim-1965.example,Medium,43,57,403,198,Server header exposed: nginx | Redirect observed. | Technology banner exposed.,/synthetic/reports/approved-sim-1965.example.md,
https://approved-sim-1966.example,https://approved-sim-1966.example,Medium,50,50,500,10,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1966.example.md,
https://approved-sim-1967.example,https://approved-sim-1967.example,Critical,87,13,404,199,Missing Content-Security-Policy header. | Missing HSTS header. | Missing Referrer-Policy header. | Cookie flags need review. | Server header exposed: apache | Technology banner exposed.,/synthetic/reports/approved-sim-1967.example.md,
https://approved-sim-1968.example,https://approved-sim-1968.example,High,59,41,200,341,Cookie flags need review. | Missing X-Content-Type-Options header. | Server header exposed: nginx | Technology banner exposed. | Redirect observed. | Server header exposed: apache,/synthetic/reports/approved-sim-1968.example.md,
https://approved-sim-1969.example,https://approved-sim-1969.example,High,68,32,204,111,Wildcard CORS policy observed. | Missing HSTS header. | Server header exposed: iis | Server header exposed: apache | Missing X-Content-Type-Options header. | Redirect observed.,/synthetic/reports/approved-sim-1969.example.md,
https://approved-sim-1970.example,https://approved-sim-1970.example,Medium,47,53,404,333,Cookie flags need review. | Missing Referrer-Policy header. | Server header exposed: nginx,/synthetic/reports/approved-sim-1970.example.md,
https://approved-sim-1971.example,https://approved-sim-1971.example,Medium,32,68,302,55,Cookie flags need review. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1971.example.md,
https://approved-sim-1972.example,https://approved-sim-1972.example,Medium,34,66,200,333,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1972.example.md,
https://approved-sim-1973.example,https://approved-sim-1973.example,Low,18,82,200,247,Server header exposed: iis,/synthetic/reports/approved-sim-1973.example.md,
https://approved-sim-1974.example,https://approved-sim-1974.example,High,57,43,404,31,Server header exposed: iis | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-1974.example.md,
https://approved-sim-1975.example,https://approved-sim-1975.example,Medium,33,67,404,144,Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1975.example.md,
https://approved-sim-1976.example,https://approved-sim-1976.example,Low,26,74,200,268,Missing X-Content-Type-Options header. | Server header exposed: iis,/synthetic/reports/approved-sim-1976.example.md,
https://approved-sim-1977.example,https://approved-sim-1977.example,High,66,34,200,128,Missing Referrer-Policy header. | Missing Content-Security-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header. | Server header exposed: apache,/synthetic/reports/approved-sim-1977.example.md,
https://approved-sim-1978.example,https://approved-sim-1978.example,High,67,33,301,237,Technology banner exposed. | Redirect observed. | Wildcard CORS policy observed. | Server header exposed: iis | Missing X-Content-Type-Options header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1978.example.md,
https://approved-sim-1979.example,https://approved-sim-1979.example,Medium,36,64,301,150,Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-1979.example.md,
https://approved-sim-1980.example,https://approved-sim-1980.example,Low,8,92,200,266,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1980.example.md,
https://approved-sim-1981.example,https://approved-sim-1981.example,Critical,79,21,500,39,Missing X-Content-Type-Options header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1981.example.md,
https://approved-sim-1982.example,https://approved-sim-1982.example,Medium,53,47,301,158,Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Missing Referrer-Policy header. | Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-1982.example.md,
https://approved-sim-1983.example,https://approved-sim-1983.example,Medium,31,69,200,331,Cookie flags need review. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-1983.example.md,
https://approved-sim-1984.example,https://approved-sim-1984.example,Low,8,92,200,166,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1984.example.md,
https://approved-sim-1985.example,https://approved-sim-1985.example,Critical,87,13,403,11,Missing Content-Security-Policy header. | Redirect observed. | Wildcard CORS policy observed. | Missing HSTS header. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-1985.example.md,
https://approved-sim-1986.example,https://approved-sim-1986.example,Low,15,85,200,35,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1986.example.md,
https://approved-sim-1987.example,https://approved-sim-1987.example,Medium,54,46,204,359,Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Cookie flags need review. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1987.example.md,
https://approved-sim-1988.example,https://approved-sim-1988.example,Low,8,92,200,70,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1988.example.md,
https://approved-sim-1989.example,https://approved-sim-1989.example,Low,17,83,301,301,Server header exposed: apache,/synthetic/reports/approved-sim-1989.example.md,
https://approved-sim-1990.example,https://approved-sim-1990.example,Critical,79,21,403,54,Missing HSTS header. | Server header exposed: apache | Missing X-Content-Type-Options header. | Server header exposed: nginx | Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-1990.example.md,
https://approved-sim-1991.example,https://approved-sim-1991.example,High,63,37,301,62,Technology banner exposed. | Missing Content-Security-Policy header. | Missing Referrer-Policy header. | Cookie flags need review. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1991.example.md,
https://approved-sim-1992.example,https://approved-sim-1992.example,Low,29,71,200,35,Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-1992.example.md,
https://approved-sim-1993.example,https://approved-sim-1993.example,Medium,41,59,302,306,Missing HSTS header. | Server header exposed: iis | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-1993.example.md,
https://approved-sim-1994.example,https://approved-sim-1994.example,Medium,48,52,200,33,Cookie flags need review. | Server header exposed: apache | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-1994.example.md,
https://approved-sim-1995.example,https://approved-sim-1995.example,Low,8,92,200,125,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1995.example.md,
https://approved-sim-1996.example,https://approved-sim-1996.example,Low,8,92,200,282,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1996.example.md,
https://approved-sim-1997.example,https://approved-sim-1997.example,Low,22,78,200,330,Server header exposed: iis | Redirect observed.,/synthetic/reports/approved-sim-1997.example.md,
https://approved-sim-1998.example,https://approved-sim-1998.example,Critical,83,17,404,351,Missing X-Content-Type-Options header. | Cookie flags need review. | Missing Referrer-Policy header. | Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header.,/synthetic/reports/approved-sim-1998.example.md,
https://approved-sim-1999.example,https://approved-sim-1999.example,Low,20,80,403,120,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-1999.example.md,
https://approved-sim-2000.example,https://approved-sim-2000.example,Low,15,85,200,33,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2000.example.md,
https://approved-sim-2001.example,https://approved-sim-2001.example,High,72,28,200,1,Missing X-Content-Type-Options header. | Server header exposed: iis | Redirect observed. | Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Cookie flags need review.,/synthetic/reports/approved-sim-2001.example.md,
https://approved-sim-2002.example,https://approved-sim-2002.example,Medium,42,58,200,79,Wildcard CORS policy observed. | Technology banner exposed. | Cookie flags need review.,/synthetic/reports/approved-sim-2002.example.md,
https://approved-sim-2003.example,https://approved-sim-2003.example,Medium,54,46,200,358,Neither X-Frame-Options nor CSP frame-ancestors is present. | Redirect observed. | Missing Content-Security-Policy header. | Server header exposed: apache | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2003.example.md,
https://approved-sim-2004.example,https://approved-sim-2004.example,High,56,44,200,271,Missing X-Content-Type-Options header. | Server header exposed: iis | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Redirect observed.,/synthetic/reports/approved-sim-2004.example.md,
https://approved-sim-2005.example,https://approved-sim-2005.example,Medium,38,62,200,244,Missing Content-Security-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Redirect observed.,/synthetic/reports/approved-sim-2005.example.md,
https://approved-sim-2006.example,https://approved-sim-2006.example,Low,20,80,403,109,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2006.example.md,
https://approved-sim-2007.example,https://approved-sim-2007.example,Medium,31,69,302,321,Wildcard CORS policy observed. | Technology banner exposed.,/synthetic/reports/approved-sim-2007.example.md,
https://approved-sim-2008.example,https://approved-sim-2008.example,Medium,53,47,301,197,Wildcard CORS policy observed. | Redirect observed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Referrer-Policy header. | Server header exposed: nginx,/synthetic/reports/approved-sim-2008.example.md,
https://approved-sim-2009.example,https://approved-sim-2009.example,Medium,34,66,200,15,Technology banner exposed. | Server header exposed: nginx,/synthetic/reports/approved-sim-2009.example.md,
https://approved-sim-2010.example,https://approved-sim-2010.example,Medium,39,61,200,228,Cookie flags need review. | Missing HSTS header. | Redirect observed.,/synthetic/reports/approved-sim-2010.example.md,
https://approved-sim-2011.example,https://approved-sim-2011.example,High,56,44,200,46,Cookie flags need review. | Wildcard CORS policy observed. | Missing X-Content-Type-Options header. | Missing HSTS header.,/synthetic/reports/approved-sim-2011.example.md,
https://approved-sim-2012.example,https://approved-sim-2012.example,Critical,81,19,200,55,Server header exposed: apache | Technology banner exposed. | Cookie flags need review. | Wildcard CORS policy observed. | Missing Content-Security-Policy header. | Missing HSTS header.,/synthetic/reports/approved-sim-2012.example.md,
https://approved-sim-2013.example,https://approved-sim-2013.example,High,57,43,301,179,Cookie flags need review. | Server header exposed: nginx | Missing Referrer-Policy header. | Missing X-Content-Type-Options header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2013.example.md,
https://approved-sim-2014.example,https://approved-sim-2014.example,Low,24,76,200,225,Missing HSTS header.,/synthetic/reports/approved-sim-2014.example.md,
https://approved-sim-2015.example,https://approved-sim-2015.example,Medium,34,66,404,191,Redirect observed. | Technology banner exposed.,/synthetic/reports/approved-sim-2015.example.md,
https://approved-sim-2016.example,https://approved-sim-2016.example,Medium,38,62,204,39,Wildcard CORS policy observed. | Technology banner exposed.,/synthetic/reports/approved-sim-2016.example.md,
https://approved-sim-2017.example,https://approved-sim-2017.example,Medium,41,59,200,97,Cookie flags need review. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: iis,/synthetic/reports/approved-sim-2017.example.md,
https://approved-sim-2018.example,https://approved-sim-2018.example,Medium,31,69,403,114,Cookie flags need review.,/synthetic/reports/approved-sim-2018.example.md,
https://approved-sim-2019.example,https://approved-sim-2019.example,Medium,52,48,404,356,Wildcard CORS policy observed. | Cookie flags need review. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2019.example.md,
https://approved-sim-2020.example,https://approved-sim-2020.example,Medium,53,47,404,356,Missing HSTS header. | Technology banner exposed. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2020.example.md,
https://approved-sim-2021.example,https://approved-sim-2021.example,Low,8,92,200,118,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2021.example.md,
https://approved-sim-2022.example,https://approved-sim-2022.example,Low,25,75,200,213,Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-2022.example.md,
https://approved-sim-2023.example,https://approved-sim-2023.example,Medium,48,52,404,272,Wildcard CORS policy observed. | Missing Referrer-Policy header. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2023.example.md,
https://approved-sim-2024.example,https://approved-sim-2024.example,Medium,31,69,301,289,Missing Content-Security-Policy header. | Server header exposed: apache,/synthetic/reports/approved-sim-2024.example.md,
https://approved-sim-2025.example,https://approved-sim-2025.example,Medium,52,48,403,85,Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2025.example.md,
https://approved-sim-2026.example,https://approved-sim-2026.example,Low,27,73,301,90,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2026.example.md,
https://approved-sim-2027.example,https://approved-sim-2027.example,Low,8,92,200,316,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2027.example.md,
https://approved-sim-2028.example,https://approved-sim-2028.example,High,61,39,200,313,Missing HSTS header. | Missing Referrer-Policy header. | Server header exposed: nginx | Technology banner exposed. | Cookie flags need review.,/synthetic/reports/approved-sim-2028.example.md,
https://approved-sim-2029.example,https://approved-sim-2029.example,High,55,45,200,358,Missing X-Content-Type-Options header. | Missing Referrer-Policy header. | Server header exposed: apache | Server header exposed: nginx | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2029.example.md,
https://approved-sim-2030.example,https://approved-sim-2030.example,Medium,51,49,301,11,Missing X-Content-Type-Options header. | Redirect observed. | Server header exposed: apache | Technology banner exposed.,/synthetic/reports/approved-sim-2030.example.md,
https://approved-sim-2031.example,https://approved-sim-2031.example,Low,8,92,200,206,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2031.example.md,
https://approved-sim-2032.example,https://approved-sim-2032.example,Low,28,72,200,179,Server header exposed: iis | Technology banner exposed.,/synthetic/reports/approved-sim-2032.example.md,
https://approved-sim-2033.example,https://approved-sim-2033.example,High,61,39,200,69,Server header exposed: apache | Wildcard CORS policy observed. | Missing Content-Security-Policy header. | Missing Referrer-Policy header. | Technology banner exposed.,/synthetic/reports/approved-sim-2033.example.md,
https://approved-sim-2034.example,https://approved-sim-2034.example,Low,18,82,200,111,Server header exposed: iis,/synthetic/reports/approved-sim-2034.example.md,
https://approved-sim-2035.example,https://approved-sim-2035.example,High,70,30,204,174,Redirect observed. | Missing HSTS header. | Server header exposed: apache | Technology banner exposed. | Server header exposed: iis | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2035.example.md,
https://approved-sim-2036.example,https://approved-sim-2036.example,Low,19,81,204,172,Cookie flags need review.,/synthetic/reports/approved-sim-2036.example.md,
https://approved-sim-2037.example,https://approved-sim-2037.example,High,68,32,200,71,Redirect observed. | Missing HSTS header. | Wildcard CORS policy observed. | Missing X-Content-Type-Options header. | Server header exposed: apache | Technology banner exposed.,/synthetic/reports/approved-sim-2037.example.md,
https://approved-sim-2038.example,https://approved-sim-2038.example,High,57,43,204,87,Missing X-Content-Type-Options header. | Redirect observed. | Server header exposed: iis | Cookie flags need review. | Missing HSTS header.,/synthetic/reports/approved-sim-2038.example.md,
https://approved-sim-2039.example,https://approved-sim-2039.example,Critical,85,15,200,44,Cookie flags need review. | Missing Content-Security-Policy header. | Server header exposed: apache | Technology banner exposed. | Missing HSTS header. | Server header exposed: iis,/synthetic/reports/approved-sim-2039.example.md,
https://approved-sim-2040.example,https://approved-sim-2040.example,Medium,48,52,200,238,Cookie flags need review. | Missing Referrer-Policy header. | Server header exposed: apache | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2040.example.md,
https://approved-sim-2041.example,https://approved-sim-2041.example,High,58,42,200,361,Missing HSTS header. | Server header exposed: apache | Missing Content-Security-Policy header. | Cookie flags need review.,/synthetic/reports/approved-sim-2041.example.md,
https://approved-sim-2042.example,https://approved-sim-2042.example,Medium,38,62,200,150,Missing Content-Security-Policy header. | Missing HSTS header.,/synthetic/reports/approved-sim-2042.example.md,
https://approved-sim-2043.example,https://approved-sim-2043.example,High,74,26,200,180,Missing X-Content-Type-Options header. | Missing HSTS header. | Cookie flags need review. | Server header exposed: iis | Server header exposed: apache | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-2043.example.md,
https://approved-sim-2044.example,https://approved-sim-2044.example,Low,24,76,302,24,Server header exposed: apache,/synthetic/reports/approved-sim-2044.example.md,
https://approved-sim-2045.example,https://approved-sim-2045.example,Low,15,85,200,43,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2045.example.md,
https://approved-sim-2046.example,https://approved-sim-2046.example,Medium,50,50,200,256,Technology banner exposed. | Missing Content-Security-Policy header. | Server header exposed: iis | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2046.example.md,
https://approved-sim-2047.example,https://approved-sim-2047.example,High,72,28,204,32,Missing Content-Security-Policy header. | Missing HSTS header. | Technology banner exposed. | Server header exposed: iis | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2047.example.md,
https://approved-sim-2048.example,https://approved-sim-2048.example,Medium,36,64,200,320,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header.,/synthetic/reports/approved-sim-2048.example.md,
https://approved-sim-2049.example,https://approved-sim-2049.example,High,72,28,200,34,Wildcard CORS policy observed. | Technology banner exposed. | Cookie flags need review. | Redirect observed. | Server header exposed: iis | Server header exposed: apache,/synthetic/reports/approved-sim-2049.example.md,
https://approved-sim-2050.example,https://approved-sim-2050.example,Medium,41,59,200,286,Missing HSTS header. | Server header exposed: iis | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2050.example.md,
https://approved-sim-2051.example,https://approved-sim-2051.example,Medium,31,69,200,151,Server header exposed: iis | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2051.example.md,
https://approved-sim-2052.example,https://approved-sim-2052.example,Medium,45,55,500,21,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2052.example.md,
https://approved-sim-2053.example,https://approved-sim-2053.example,High,59,41,301,281,Missing Referrer-Policy header. | Technology banner exposed. | Cookie flags need review. | Server header exposed: nginx | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2053.example.md,
https://approved-sim-2054.example,https://approved-sim-2054.example,High,70,30,403,260,Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Server header exposed: nginx | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2054.example.md,
https://approved-sim-2055.example,https://approved-sim-2055.example,Medium,50,50,404,329,Server header exposed: nginx | Missing Content-Security-Policy header. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2055.example.md,
https://approved-sim-2056.example,https://approved-sim-2056.example,Low,8,92,200,344,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2056.example.md,
https://approved-sim-2057.example,https://approved-sim-2057.example,High,59,41,404,146,Missing HSTS header. | Server header exposed: iis | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2057.example.md,
https://approved-sim-2058.example,https://approved-sim-2058.example,Low,24,76,302,308,Missing Referrer-Policy header. | Server header exposed: nginx,/synthetic/reports/approved-sim-2058.example.md,
https://approved-sim-2059.example,https://approved-sim-2059.example,Medium,52,48,200,118,Missing X-Content-Type-Options header. | Redirect observed. | Cookie flags need review. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: nginx,/synthetic/reports/approved-sim-2059.example.md,
https://approved-sim-2060.example,https://approved-sim-2060.example,Low,8,92,200,221,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2060.example.md,
https://approved-sim-2061.example,https://approved-sim-2061.example,Medium,46,54,403,122,Redirect observed. | Technology banner exposed. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-2061.example.md,
https://approved-sim-2062.example,https://approved-sim-2062.example,Low,18,82,204,92,Server header exposed: iis,/synthetic/reports/approved-sim-2062.example.md,
https://approved-sim-2063.example,https://approved-sim-2063.example,Medium,34,66,200,312,Missing Referrer-Policy header. | Server header exposed: apache | Technology banner exposed.,/synthetic/reports/approved-sim-2063.example.md,
https://approved-sim-2064.example,https://approved-sim-2064.example,Critical,80,20,403,351,Technology banner exposed. | Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Redirect observed. | Server header exposed: apache | Missing HSTS header.,/synthetic/reports/approved-sim-2064.example.md,
https://approved-sim-2065.example,https://approved-sim-2065.example,Low,28,72,403,200,Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2065.example.md,
https://approved-sim-2066.example,https://approved-sim-2066.example,Low,22,78,200,68,Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2066.example.md,
https://approved-sim-2067.example,https://approved-sim-2067.example,Low,24,76,302,209,Missing Referrer-Policy header. | Server header exposed: nginx,/synthetic/reports/approved-sim-2067.example.md,
https://approved-sim-2068.example,https://approved-sim-2068.example,Low,8,92,200,93,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2068.example.md,
https://approved-sim-2069.example,https://approved-sim-2069.example,Medium,38,62,404,188,Redirect observed. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2069.example.md,
https://approved-sim-2070.example,https://approved-sim-2070.example,Low,17,83,200,353,Server header exposed: nginx,/synthetic/reports/approved-sim-2070.example.md,
https://approved-sim-2071.example,https://approved-sim-2071.example,Medium,30,70,403,178,Technology banner exposed.,/synthetic/reports/approved-sim-2071.example.md,
https://approved-sim-2072.example,https://approved-sim-2072.example,High,74,26,200,350,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header. | Missing X-Content-Type-Options header. | Technology banner exposed. | Wildcard CORS policy observed. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2072.example.md,
https://approved-sim-2073.example,https://approved-sim-2073.example,Low,22,78,200,75,Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-2073.example.md,
https://approved-sim-2074.example,https://approved-sim-2074.example,Low,15,85,200,23,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2074.example.md,
https://approved-sim-2075.example,https://approved-sim-2075.example,Critical,78,22,403,320,Server header exposed: iis | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Wildcard CORS policy observed. | Server header exposed: apache,/synthetic/reports/approved-sim-2075.example.md,
https://approved-sim-2076.example,https://approved-sim-2076.example,Low,15,85,200,279,Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2076.example.md,
https://approved-sim-2077.example,https://approved-sim-2077.example,Medium,40,60,200,184,Missing Content-Security-Policy header. | Missing X-Content-Type-Options header. | Technology banner exposed.,/synthetic/reports/approved-sim-2077.example.md,
https://approved-sim-2078.example,https://approved-sim-2078.example,Critical,96,4,500,47,Technology banner exposed. | Missing Referrer-Policy header. | Redirect observed. | Server header exposed: iis | Missing Content-Security-Policy header. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2078.example.md,
https://approved-sim-2079.example,https://approved-sim-2079.example,Critical,75,25,200,8,Missing Referrer-Policy header. | Server header exposed: nginx | Missing HSTS header. | Cookie flags need review. | Redirect observed. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-2079.example.md,
https://approved-sim-2080.example,https://approved-sim-2080.example,Low,17,83,200,94,Server header exposed: nginx,/synthetic/reports/approved-sim-2080.example.md,
https://approved-sim-2081.example,https://approved-sim-2081.example,Low,8,92,200,154,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2081.example.md,
https://approved-sim-2082.example,https://approved-sim-2082.example,Medium,40,60,200,256,Redirect observed. | Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-2082.example.md,
https://approved-sim-2083.example,https://approved-sim-2083.example,Medium,33,67,302,145,Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-2083.example.md,
https://approved-sim-2084.example,https://approved-sim-2084.example,Low,8,92,301,265,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-2084.example.md,
